md5key,shnid,label,filename
32918,15408,shn-md5,gd1980-08-30-shn.md5
32920,15409,shn-md5,gd1987-09-16-shn.md5
32922,15410,shn-md5,gd1987-09-20-shn.md5
32931,15412,only,Garcia1968-05-21-only.md5
32933,15413,shn-md5,gd1972-03-26-shn.md5
32934,15414,shn-md5,gd1972-03-28-shn.md5
32947,15421,shn-md5,gd1977-06-08-shn.md5
32979,15438,shns,Garcia1988-11-27-shns.md5
32980,15438,wavs,Garcia1988-11-27-wavs.md5
33013,15464,shn-md5,gd1994-03-20-shn.md5
33036,15477,shn-md5,gd1988-02-16-shn.md5
33038,15478,shn-md5,gd1985-11-20-shn.md5
33100,15508,shn-md5,gd1990-07-14-shn.md5
33138,15528,shn-md5,gd1984-10-05-shn.md5
33148,15534,shn-md5,gd1976-06-23-shn.md5
33153,15537,shn-md5,gd1974-06-30-shn.md5
33182,15548,shn-md5,gd1991-04-04-shn.md5
33226,15573,shn-md5,gd1984-10-06-shn.md5
33242,15580,shn-md5,gd1982-08-08-shn.md5
33251,15584,d1,Garcia1991-03-02-d1.md5
33252,15584,d2,Garcia1991-03-02-d2.md5
33253,15584,wav,Garcia1991-03-02-wav.md5
33261,15589,shn-md5,gd1973-02-19-shn.md5
33262,15590,shn-md5,gd1991-06-25-shn.md5
33271,15595,only,Garcia1981-03-28-only.md5
33283,15602,all-shn,Garcia1994-02-04-all-shn.md5
33302,15616,only-shn,Garcia1987-10-25-only-shn.md5
33303,15616,only-wav,Garcia1987-10-25-only-wav.md5
33304,15617,d1-shn,Garcia1983-05-31-d1-shn.md5
33305,15617,d2-shn,Garcia1983-05-31-d2-shn.md5
33306,15617,wavs,Garcia1983-05-31-wavs.md5
33307,15618,d1-shn,Garcia1983-06-01-d1-shn.md5
33308,15618,d2-shn,Garcia1983-06-01-d2-shn.md5
33309,15618,wavs,Garcia1983-06-01-wavs.md5
33310,15619,shns,Garcia1983-06-04-shns.md5
33311,15619,wavs,Garcia1983-06-04-wavs.md5
33312,15620,all-shns,Garcia1983-06-04-all-shns.md5
33313,15620,all-wavs,Garcia1983-06-04-all-wavs.md5
33314,15621,all-shn,Garcia1983-12-09-all-shn.md5
33315,15622,all-shn,Garcia1983-12-09-all-shn.md5
33361,15640,shn-md5,gd1968-02-14-shn.md5
33364,15641,shn-md5,gd1989-12-08-shn.md5
33433,15673,shn-md5,gd1984-10-20-shn.md5
33435,15675,shn-all,Garcia1994-02-05-shn-all.md5
33436,15676,shn-all,Garcia1994-02-06-shn-all.md5
33575,15759,shn-md5,gd1973-11-01-shn.md5
33581,15762,d1-shn,Garcia1976-08-22-d1-shn.md5
33582,15762,d2-shn,Garcia1976-08-22-d2-shn.md5
33583,15762,wavs,Garcia1976-08-22-wavs.md5
33587,15764,d1-shn,Garcia1976-09-11-d1-shn.md5
33588,15764,d2-shn,Garcia1976-09-11-d2-shn.md5
33589,15764,wavs,Garcia1976-09-11-wavs.md5
33590,15765,d1-shn,Garcia1976-09-12-d1-shn.md5
33591,15765,d2-shn,Garcia1976-09-12-d2-shn.md5
33592,15765,wavs,Garcia1976-09-12-wavs.md5
33640,15781,shn-md5,gd1974-06-16-shn.md5
33644,15782,orig-shn-md5,gd1978-04-10-orig-shn.md5
33674,15798,d1,Garcia1995-01-14-d1.md5
33675,15798,d2,Garcia1995-01-14-d2.md5
33676,15798,wav,Garcia1995-01-14-wav.md5
33677,15799,d1,Garcia1992-07-31-d1.md5
33678,15799,d2,Garcia1992-07-31-d2.md5
33679,15799,wav,Garcia1992-07-31-wav.md5
33682,15800,shn-md5,gd1982-10-09-shn.md5
33686,15801,shn-md5,gd1968-02-02-shn.md5
33691,15806,shn-md5,gd1982-09-20-shn.md5
33692,15807,shns,Garcia1978-03-17-shns.md5
33693,15807,wavs,Garcia1978-03-17-wavs.md5
33721,15816,shn-md5,gd1972-03-27-shn.md5
33727,15819,d2,Garcia1994-04-27-d2.md5
33728,15819,d1,Garcia1994-04-27-d1.md5
33732,15821,shn-md5,gd1992-06-12-shn.md5
33733,15822,shn-md5,gd1978-09-02-shn.md5
33736,15823,shn-md5,gd1987-11-14-shn.md5
33740,15824,shn-md5,gd1988-04-14-shn.md5
33786,15847,only-shn,Garcia1982-04-10-only-shn.md5
33787,15848,only-shn,Garcia1982-04-10-only-shn.md5
33788,15849,all-ffp,Garcia1975-12-20-all.ffp
33789,15850,only-shn,Garcia1976-11-12-only-shn.md5
33790,15851,only-shn,Garcia1976-11-13-only-shn.md5
33791,15852,only-shn,Garcia1977-07-03-only-shn.md5
33792,15852,only-wav,Garcia1977-07-03-only-wav.md5
33793,15853,shns,Garcia1977-11-21-shns.md5
33794,15853,wavs,Garcia1977-11-21-wavs.md5
33800,4366,d1,Garcia1991-11-20-d1.md5
33801,4366,d2,Garcia1991-11-20-d2.md5
33835,15879,shn-md5,gd1977-04-25-shn.md5
33839,15880,shn-md5,gd1980-12-26-shn.md5
33840,15881,wav,Garcia1986-02-02-wav.md5
33841,15881,shn,Garcia1986-02-02-shn.md5
33842,15882,d1,Garcia1994-11-11-d1.md5
33843,15882,d2,Garcia1994-11-11-d2.md5
33844,15882,wav,Garcia1994-11-11-wav.md5
33847,15885,d2,Garcia1994-08-12-d2.md5
33848,15885,wav,Garcia1994-08-12-wav.md5
33849,15885,d1,Garcia1994-08-12-d1.md5
33850,15886,all,Garcia1993-09-17-all.md5
33904,15923,d1,Jerry-Garcia-Band1993-04-23-d1.md5
33905,15923,d2,Jerry-Garcia-Band1993-04-23-d2.md5
33906,15923,wav,Jerry-Garcia-Band1993-04-23-wav.md5
34007,15981,shn-md5,gd1981-05-02-shn.md5
34010,15982,shn-md5,gd1972-11-17-shn.md5
34013,15983,shn-md5,gd1970-09-17-shn.md5
34213,16037,shn-md5,gd1974-06-26-shn.md5
34217,16038,shn-md5,gd1974-06-28-shn.md5
34220,16039,shn-md5,gd1980-08-30-shn.md5
34224,16043,shn-md5,gd1982-08-06-shn.md5
34238,16051,shn-md5,gd1973-02-24-shn.md5
34240,16052,shn-md5,gd1992-03-17-shn.md5
34252,16057,shn-md5,gd1995-03-17-shn.md5
34284,16070,shn-md5,gd1988-04-22-shn.md5
34289,16071,shn-md5,gd1989-07-10-shn.md5
34314,16085,shn-md5,gd1988-08-28-shn.md5
34326,16088,shn-md5,gd1995-03-29-shn.md5
34327,16089,shn-md5,gd1972-05-23-shn.md5
34331,16090,shn-md5,gd1970-09-17-shn.md5
34333,16091,shn-md5,gd1987-09-20-shn.md5
34337,16092,shn-md5,gd1979-12-26-shn.md5
34338,16093,shn-md5,gd1988-12-09-shn.md5
34344,16094,shn-md5,gd1988-12-10-shn.md5
34348,16095,shn-md5,gd1988-12-11-shn.md5
34376,16113,shn-md5,gd1988-02-17-shn.md5
34381,16114,shn-md5,gd1978-01-14-shn.md5
34385,16117,shn-md5,gd1979-12-28-shn.md5
34398,16128,shn-md5,gd1987-09-20-shn.md5
34415,16139,shn-md5,gd1987-09-22-shn.md5
34425,16143,shn,Garcia1970-shn.md5
34441,16151,d2,Jerry-Garcia-Band1993-04-25-d2.md5
34442,16151,wav,Jerry-Garcia-Band1993-04-25-wav.md5
34443,16151,d1,Jerry-Garcia-Band1993-04-25-d1.md5
34446,16154,shn-md5,gd1980-10-02-shn.md5
34448,16155,shn-md5,gd1973-09-26-shn.md5
34451,16156,shn-md5,gd1988-09-02-shn.md5
34454,16157,shn-md5,gd1990-07-08-shn.md5
34455,16158,shn-md5,gd1973-05-20-shn.md5
34485,16174,shn-md5,gd1973-09-15-shn.md5
34488,16175,shn-md5,gd1987-05-03-shn.md5
34491,16176,orig-shn-md5,gd1973-04-02-orig-shn.md5
34494,16177,shn-md5,gd1969-05-24-shn.md5
34506,16186,wav,Garcia1994-05-17-wav.md5
34507,16186,d1,Garcia1994-05-17-d1.md5
34508,16186,d2,Garcia1994-05-17-d2.md5
34509,16187,d1,Garcia1992-07-24-d1.md5
34510,16187,wav,Garcia1992-07-24-wav.md5
34511,16187,d2,Garcia1992-07-24-d2.md5
34512,16188,shn-md5,gd1988-10-21-shn.md5
34513,16189,shn-md5,gd1974-10-17-shn.md5
34514,16190,wavs,Garcia1986-10-04-wavs.md5
34515,16190,shns,Garcia1986-10-04-shns.md5
34546,16204,d1,Garcia1977-11-23-d1.md5
34547,16204,d2,Garcia1977-11-23-d2.md5
34548,16204,wavs,Garcia1977-11-23-wavs.md5
34549,16205,d1,Garcia1984-08-16-d1.md5
34550,16205,d2,Garcia1984-08-16-d2.md5
34551,16206,d1,Garcia1986-12-21-d1.md5
34552,16206,d2,Garcia1986-12-21-d2.md5
34553,16206,wavs,Garcia1986-12-21-wavs.md5
34555,16208,shn-md5,gd1980-10-03-shn.md5
34618,16247,shn-md5,gd1982-02-21-shn.md5
34619,16248,shn-md5,gd1969-02-27-shn.md5
34779,16330,shn-md5,gd1986-12-15-shn.md5
34783,16332,shn-md5,gd1972-04-24-shn.md5
34786,16333,shn-md5,gd1978-05-11-shn.md5
34787,16334,shn-md5,gd1969-06-21-shn.md5
34789,16335,shn-md5,gd1972-08-20-shn.md5
34791,16336,shn-md5,gd1980-10-11-shn.md5
34851,16375,d1.wav,Jerry-Garcia-Band1993-04-18-d1-wav.md5
34852,16375,d1.shn,Jerry-Garcia-Band1993-04-18-d1-shn.md5
34853,16375,d2.wav,Jerry-Garcia-Band1993-04-18-d2-wav.md5
34854,16375,d2.shn,Jerry-Garcia-Band1993-04-18-d2-shn.md5
34855,16376,d1,Garcia1994-04-18-d1.md5
34856,16376,d2,Garcia1994-04-18-d2.md5
34857,16376,wav,Garcia1994-04-18-wav.md5
34858,16377,d1,Garcia1991-11-13-d1.md5
34859,16377,d2,Garcia1991-11-13-d2.md5
34860,16377,wav,Garcia1991-11-13-wav.md5
34861,16378,d1,Garcia1970-11-21-d1.md5
34862,16379,all-shns,Garcia1981-12-18-all-shns.md5
34863,16379,all-wavs,Garcia1981-12-18-all-wavs.md5
34957,16433,shn-md5,gd1993-03-25-shn.md5
34958,16434,shn-md5,gd1981-03-28-shn.md5
34963,16438,shn-md5,gd1980-06-29-shn.md5
34965,16439,shn-md5,gd1983-08-27-shn.md5
34966,16440,shn-md5,gd1988-09-05-shn.md5
34969,1366,shn-md5,gd1995-03-17-shn.md5
34972,16443,d2,Garcia1995-03-04-d2.md5
34973,16443,wav,Garcia1995-03-04-wav.md5
34974,16443,d1,Garcia1995-03-04-d1.md5
35011,16461,shn-md5,Garcia1974-11-14-shn.md5
35012,16461,wav-md5,Garcia1974-11-14-wav.md5
35020,16464,shn-md5,gd1971-12-15-shn.md5
35021,16465,shn-md5,gd1988-12-09-shn.md5
35024,16466,shn-md5,gd1994-10-15-shn.md5
35026,16467,shn-md5,gd1979-01-07-shn.md5
35028,16468,shn-md5,gd1979-02-11-shn.md5
35029,16469,shn-md5,gd1992-05-25-shn.md5
35034,16470,shn-md5,gd1972-06-17-shn.md5
35035,16471,shn-md5,gd1994-06-25-shn.md5
35045,16478,d1,Garcia1976-07-20-d1.md5
35046,16479,all,Garcia1983-12-04-all.md5
35083,16506,all,Garcia1981-11-07-all.md5
35142,16531,shn-md5,gd1973-05-20-shn.md5
35143,16532,shn-md5,gd1968-06-14-shn.md5
35205,16576,d2,Garcia1987-08-30-d2.md5
35206,16576,d1,Garcia1987-08-30-d1.md5
35207,16577,all-fixed,Garcia1989-01-27-all-fixed.md5
35209,10282,shn-md5,gd1967-03-18-shn.md5
35210,16579,shn-md5,gd1983-04-10-shn.md5
35214,16580,shn-md5,gd1992-05-20-shn.md5
35216,16581,shn-md5,gd1985-07-01-shn.md5
35217,16582,shn-md5,gd1972-08-27-shn.md5
35218,16583,shn-md5,gd1973-10-27-shn.md5
35219,16584,shn-md5,gd1984-12-28-shn.md5
35220,16585,shn-md5,gd1987-12-28-shn.md5
35227,16589,all-shn,Garcia1977-07-02-all-shn.md5
35228,16589,all-wav,Garcia1977-07-02-all-wav.md5
35251,16606,shn-md5,gd1971-04-05-shn.md5
35255,16607,shn-md5,gd1993-06-19-shn.md5
35256,16608,orig-shn-md5,gd1969-09-06-orig-shn.md5
35262,16613,shn-md5,gd1984-shn.md5
35269,16619,shn-md5,gd1978-04-16-shn.md5
35312,16643,d1-shn,Garcia1976-09-10-d1-shn.md5
35313,16643,d2-shn,Garcia1976-09-10-d2-shn.md5
35356,16664,shn-md5,gd1969-02-15-shn.md5
35359,16665,shn-md5,gd1984-03-28-shn.md5
35360,16666,shn-md5,gd1989-03-31-shn.md5
35361,16667,shn-md5,gd1991-09-25-shn.md5
35363,16669,shn-md5,gd1989-12-10-shn.md5
35364,16670,wav,Garcia1994-03-09-wav.md5
35365,16670,d1,Garcia1994-03-09-d1.md5
35366,16670,d2,Garcia1994-03-09-d2.md5
35367,16671,d3,Garcia1991-11-06-d3.md5
35368,16671,d2,Garcia1991-11-06-d2.md5
35369,16671,d1,Garcia1991-11-06-d1.md5
35381,16677,all,Garcia1979-06-17-all.md5
35387,16681,d2,Garcia1980-02-02-d2.md5
35388,16681,d1,Garcia1980-02-02-d1.md5
35404,16694,d1,Garcia1981-08-21-d1.md5
35405,16694,d2,Garcia1981-08-21-d2.md5
35406,16694,wav,Garcia1981-08-21-wav.md5
35411,16697,shn,Garcia1988-01-23-shn.md5
35419,16703,shns,Garcia1982-11-11-shns.md5
35420,16703,wavs,Garcia1982-11-11-wavs.md5
35421,16704,shns,Garcia1982-11-11-shns.md5
35422,16704,wavs,Garcia1982-11-11-wavs.md5
35433,16710,d1,Garcia1984-01-14-d1.md5
35434,16710,d2,Garcia1984-01-14-d2.md5
35435,16711,all,Garcia1984-01-16-all.md5
35436,16712,orig-md5,Garcia1991-01-30-orig.md5
35437,16713,shn,Garcia1992-05-03-shn.md5
35438,16714,d1,Garcia1977-06-23-d1.md5
35439,16715,wav,Garcia1983-11-14-wav.md5
35440,16715,shn,Garcia1983-11-14-shn.md5
35496,16744,shn-md5,gd1967-01-27-shn.md5
35497,16745,orig-shn-md5,gd1977-02-17-orig-shn.md5
35498,16746,shn-md5,gd1986-03-24-shn.md5
35499,16747,orig-shn-md5,gd1993-03-28-orig-shn.md5
35500,16748,shn-md5,gd1988-04-13-shn.md5
35501,16749,shn-md5,gd1974-05-12-shn.md5
35502,16750,shn-md5,gd1972-05-23-shn.md5
35507,16752,shn-md5,gd1967-08-04-shn.md5
35508,16753,shn-md5,gd1967-08-05-shn.md5
35509,16754,shn-md5,gd1993-09-08-shn.md5
35511,16755,shn-md5,gd1972-09-26-shn.md5
35514,16756,shn-md5,gd1985-10-29-shn.md5
35515,16757,shn-md5,gd1977-11-05-shn.md5
35516,16758,shn-md5,gd1977-11-06-shn.md5
35520,16760,shn-md5,gd1969-01-shn.md5
35526,16763,only-shn,Garcia1987-12-05-only-shn.md5
35541,16768,shn-md5,gd1982-04-06-shn.md5
35560,16779,shn-md5,gd1991-03-18-shn.md5
35561,16780,shn-md5,gd1974-06-23-shn.md5
35562,16781,shn-md5,gd1971-10-31-shn.md5
35565,16782,shn-md5,gd1971-04-29-shn.md5
35575,16785,shn-md5,gd1982-04-06-shn.md5
35583,16790,d1,Garcia1988-03-05-d1.md5
35584,16790,wav,Garcia1988-03-05-wav.md5
35585,16790,d2,Garcia1988-03-05-d2.md5
35586,16791,wav,Garcia1983-11-27-wav.md5
35587,16791,d1,Garcia1983-11-27-d1.md5
35588,16791,d2,Garcia1983-11-27-d2.md5
35613,16805,d1,Garcia1978-10-26-d1.md5
35614,16805,d2,Garcia1978-10-26-d2.md5
35615,16806,shns,Garcia1974-11-05-shns.md5
35616,16806,wavs,Garcia1974-11-05-wavs.md5
35617,16807,shn-md5,Garcia1974-11-06-shn.md5
35618,16807,wav-md5,Garcia1974-11-06-wav.md5
35619,16808,shn-md5,Garcia1974-11-16-shn.md5
35620,16808,wav-md5,Garcia1974-11-16-wav.md5
35621,16809,shn-md5,Garcia1974-11-16-shn.md5
35622,16809,wav-md5,Garcia1974-11-16-wav.md5
35631,16814,shn-md5,gd1993-03-18-shn.md5
35635,16815,shn-md5,gd1992-06-06-shn.md5
35636,16816,shn-md5,gd1991-06-14-shn.md5
35637,16817,shn-md5,gd1973-10-29-shn.md5
35640,16818,shn-md5,gd1973-10-30-shn.md5
35681,16837,d1,Garcia1977-11-25-d1.md5
35682,16838,d3,Garcia1977-02-05-d3.md5
35683,16838,d2,Garcia1977-02-05-d2.md5
35684,16838,d1,Garcia1977-02-05-d1.md5
35685,16839,shn-md5,Garcia1974-11-08-shn.md5
35686,16839,st5,Garcia1974-11-08-st5.md5
35688,16839,wav-md5,Garcia1974-11-08-wav.md5
35720,16858,d2,Garcia1977-12-08-d2.md5
35721,16858,d3,Garcia1977-12-08-d3.md5
35722,16858,d1,Garcia1977-12-08-d1.md5
35723,16859,d2,Garcia1977-12-09-d2.md5
35724,16859,d1,Garcia1977-12-09-d1.md5
35742,16868,d1,Garcia1980-01-20-d1.md5
35743,16868,d2,Garcia1980-01-20-d2.md5
35744,16868,wav,Garcia1980-01-20-wav.md5
35745,16869,d1,Garcia1983-12-07-d1.md5
35746,16869,d2,Garcia1983-12-07-d2.md5
35747,16869,wav,Garcia1983-12-07-wav.md5
35748,16870,shns,Garcia1984-11-16-shns.md5
35749,16870,wavs,Garcia1984-11-16-wavs.md5
35763,16878,shn-md5,Garcia1973-09-06-shn.md5
35764,16878,st5,Garcia1973-09-06-st5.md5
35766,2266,shn-md5,gd1972-05-18-shn.md5
35780,16885,shn-md5,gd1993-03-24-shn.md5
35781,16886,shn-md5,gd1973-03-28-shn.md5
35784,16887,shn-md5,gd1988-04-24-shn.md5
35787,16888,shn-md5,gd1989-06-21-shn.md5
35790,16889,shn-md5,gd1973-06-22-shn.md5
35794,16891,shn-md5,gd1971-09-29-shn.md5
35803,16896,orig-shn-md5,gd1971-10-01-orig-shn.md5
35804,16897,shn-md5,gd1971-09-shn.md5
35810,16901,shn-md5,gd1976-09-24-shn.md5
35811,16902,orig-shn-md5,gd1970-10-31-orig-shn.md5
35813,16903,shn-md5,gd1985-08-30-shn.md5
35814,7917,shn-md5,Garcia1981-10-11-shn.md5
35817,16906,shn-md5,gd1980-12-12-shn.md5
35819,16907,shn-md5,gd1983-10-14-shn.md5
35820,16908,shn-md5,gd1980-10-19-shn.md5
35825,16910,shn-md5,gd1987-12-28-shn.md5
35826,16911,shn-md5,gd1980-12-31-shn.md5
35830,16913,all,Garcia1977-11-27-all.md5
35831,16914,all,Garcia1977-11-27-all.md5
35832,16915,wav,Garcia1984-03-04-wav.md5
35833,16915,d2,Garcia1984-03-04-d2.md5
35834,16915,d1,Garcia1984-03-04-d1.md5
35851,16924,shn-md5,gd1988-04-23-shn.md5
35855,16925,shn-md5,gd1980-09-03-shn.md5
35857,16926,shn-md5,gd1980-09-06-shn.md5
35894,16943,shn-md5,gd1976-07-16-shn.md5
35895,16944,orig-shn-md5,gd1968-12-07-orig-shn.md5
35897,16946,shn-md5,gd1990-02-26-shn.md5
35989,17010,shn-md5,gd1987-08-15-shn.md5
35992,17011,ffp,gd1991-08-16.ffp
36002,17014,d1,Jerry-Garcia-Band1982-10-13-d1.md5
36003,17014,d2,Jerry-Garcia-Band1982-10-13-d2.md5
36004,17014,wav,Jerry-Garcia-Band1982-10-13-wav.md5
36005,17015,d1,Jerry-Garcia-Band1982-02-03-d1.md5
36006,17015,d2,Jerry-Garcia-Band1982-02-03-d2.md5
36007,17015,wavs,Jerry-Garcia-Band1982-02-03-wavs.md5
36012,17019,d1,Garcia1974-12-29-d1.md5
36021,17024,shn-md5,gd1992-03-24-shn.md5
36023,17025,shn-md5,gd1972-04-29-shn.md5
36026,17026,shn-md5,gd1972-04-29-shn.md5
36027,17027,shn-md5,gd1970-05-16-shn.md5
36028,17028,shn-md5,gd1991-06-16-shn.md5
36031,17029,shn-md5,gd1994-07-13-shn.md5
36034,17030,shn-md5,gd1982-07-18-shn.md5
36037,17031,shn-md5,gd1985-09-07-shn.md5
36038,17032,shn-md5,gd1970-11-10-shn.md5
36039,17033,shn-md5,gd1970-11-21-shn.md5
36083,17054,shns,Garcia1977-07-08-shns.md5
36084,17054,wavs,Garcia1977-07-08-wavs.md5
36085,17055,shns,Garcia1977-07-08-shns.md5
36086,17055,wavs,Garcia1977-07-08-wavs.md5
36107,17069,d1,Garcia1980-07-25-d1.md5
36108,17070,d1,Garcia1980-07-25-d1.md5
36109,17070,d2,Garcia1980-07-25-d2.md5
36113,17073,shn-md5,gd1987-01-28-shn.md5
36115,17074,shn-md5,gd1978-01-31-shn.md5
36121,17076,shn-md5,gd1973-05-26-shn.md5
36122,17077,shn-md5,gd1970-07-30-shn.md5
36123,17078,shn-md5,gd1985-09-07-shn.md5
36126,17079,shn-md5,gd1988-10-18-shn.md5
36129,17080,shn-md5,gd1968-11-01-shn.md5
36130,17080,shn-md5-unedited,gd1968-11-01-shn-md5-unedited.md5
36131,17081,shn-md5,gd1970-11-11-shn.md5
36176,17116,d1,Garcia1989-06-10-d1.md5
36177,17116,wav,Garcia1989-06-10-wav.md5
36178,17116,d2,Garcia1989-06-10-d2.md5
36184,17120,d1,Garcia1976-01-27-d1.md5
36185,17120,d2,Garcia1976-01-27-d2.md5
36186,17120,wavs,Garcia1976-01-27-wavs.md5
36225,17145,all-shn,Garcia1981-01-29-all-shn.md5
36228,17147,all-shn,Garcia1983-03-12-all-shn.md5
36268,17175,shn-md5,gd1979-01-18-shn.md5
36272,17177,shn-md5,gd1989-04-02-shn.md5
36275,17178,shn-md5,gd1977-04-23-shn.md5
36276,17179,shn-md5,gd1971-08-21-shn.md5
36278,17180,shn-md5,gd1991-09-22-shn.md5
36281,17181,shn-md5,gd1988-10-15-shn.md5
36283,17182,shn-md5,gd1970-11-05-shn.md5
36285,17183,shn-md5,gd1970-11-06-shn.md5
36289,17184,shn-md5,gd1970-11-08-shn.md5
36293,17185,shn-md5,gd1987-11-15-shn.md5
36295,17186,shn-md5,gd1972-12-15-shn.md5
36355,17217,d1-shn,Garcia1977-07-29-d1-shn.md5
36356,17217,d2-shn,Garcia1977-07-29-d2-shn.md5
36357,17217,d3-shn,Garcia1977-07-29-d3-shn.md5
36358,17217,wavs,Garcia1977-07-29-wavs.md5
36359,17218,d1-shn,Garcia1977-07-30-d1-shn.md5
36360,17218,d2-shn,Garcia1977-07-30-d2-shn.md5
36361,17218,wavs,Garcia1977-07-30-wavs.md5
36362,17219,d1,Garcia1975-09-18-d1.md5
36363,17219,d2,Garcia1975-09-18-d2.md5
36443,17257,d1,Garcia1979-07-22-d1.md5
36450,17262,shn-md5,gd1988-03-27-shn.md5
36451,17263,shn-md5,gd1994-03-28-shn.md5
36453,17264,shn-md5,gd1983-04-12-shn.md5
36456,17265,shn-md5,gd1985-04-27-shn.md5
36457,17266,orig-shn-md5,gd1976-06-03-orig-shn.md5
36459,17267,shn-md5,gd1988-06-19-shn.md5
36463,17268,shn-md5,gd1980-06-20-shn.md5
36465,17269,shn-md5,gd1988-06-20-shn.md5
36466,17271,shn-md5,gd1970-08-05-shn.md5
36467,17272,shn-md5,gd1967-09-03-shn.md5
36469,17273,shn-md5,gd1984-10-18-shn.md5
36470,17274,shn-md5,gd1983-10-22-shn.md5
36473,17275,shn-md5,gd1985-10-26-shn.md5
36474,17276,shn-md5,gd1985-10-28-shn.md5
36475,17277,shn-md5,gd1973-11-30-shn.md5
36477,17278,shn-md5,gd1973-12-02-shn.md5
36480,17279,shn-md5,gd1980-12-26-shn.md5
36482,17280,shn-md5,gd1987-12-28-shn.md5
36483,17281,shn-md5,gd1979-12-31-shn.md5
36549,17315,shn-md5,Garcia1975-03-08-shn.md5
36550,17315,wav-md5,Garcia1975-03-08-wav.md5
36571,17328,shns,Garcia1976-04-03-shns.md5
36572,17328,wavs,Garcia1976-04-03-wavs.md5
36610,17342,shn-md5,gd1979-01-05-shn.md5
36616,17345,shn-md5,gd1970-01-10-shn.md5
36618,17346,shn-md5,gd1973-04-02-shn.md5
36619,17347,shn-md5,gd1987-06-14-shn.md5
36625,17348,shn-md5,gd1987-06-21-shn.md5
36631,17349,shn-md5,gd1988-06-22-shn.md5
36633,17350,shn-md5,gd1985-07-01-shn.md5
36634,17351,shn-md5,gd1970-07-10-shn.md5
36636,17352,shn-md5,gd1987-07-19-shn.md5
36642,17353,shn-md5,gd1987-07-24-shn.md5
36650,17354,shn-md5,gd1987-08-12-shn.md5
36654,17355,shn-md5,gd1968-08-21-shn.md5
36656,17356,shn-md5,gd1993-09-25-shn.md5
36658,17357,shn-md5,gd1994-10-09-shn.md5
36659,17358,shn-md5,gd1984-10-28-shn.md5
36661,17359,orig-shn-md5,gd1970-10-30-orig-shn.md5
36662,17360,orig-shn-md5,gd1979-10-31-orig-shn.md5
36663,17361,shn-md5,gd1970-11-16-shn.md5
36673,17371,shn-md5,lom1975-02-14-shn.md5
36675,17371,wav-md5,lom1975-02-14-wav.md5
36676,17372,shn-md5,Garcia1975-03-15-shn.md5
36677,17372,st5,Garcia1975-03-15-st5.md5
36684,17376,shn,Garcia1988-11-25-shn.md5
36685,17376,wav,Garcia1988-11-25-wav.md5
36686,17377,shn,Jerry-Garcia-Band1982-02-02-shn.md5
36687,17377,wav,Jerry-Garcia-Band1982-02-02-wav.md5
36692,17381,shn,Garcia1961-07-shn.md5
36693,17381,wav,Garcia1961-07-wav.md5
36694,17382,d1,Garcia1976-05-20-d1.md5
36695,17382,d2,Garcia1976-05-20-d2.md5
36696,17382,wavs,Garcia1976-05-20-wavs.md5
36769,17404,shn-md5,gd1992-02-13-shn.md5
36771,17406,shn-md5,gd1978-05-13-shn.md5
36774,17407,shn-md5,gd1988-06-23-shn.md5
36776,17408,shn-md5,gd1988-09-11-shn.md5
36777,17409,shn-md5,gd1983-09-18-shn.md5
36778,17410,shn-md5,gd1973-09-21-shn.md5
36779,17411,shn-md5,gd1984-10-11-shn.md5
36780,17412,shn-md5,gd1984-10-12-shn.md5
36781,17413,shn-md5,gd1973-10-21-shn.md5
36783,17414,shn-md5,gd1984-10-27-shn.md5
36784,17415,shn-md5,gd1984-10-30-shn.md5
36786,17416,shn-md5,gd1972-11-13-shn.md5
36788,17417,shn-md5,gd1967-11-14-shn.md5
36789,17418,shn-md5,gd1979-12-26-shn.md5
36790,17419,shn-md5,gd1983-12-27-shn.md5
36791,17420,shn-md5,gd1987-12-27-shn.md5
36792,17422,shn-md5,gd1987-12-30-shn.md5
36793,260,shn-md5,gd1977-04-26-shn.md5
36795,17424,shn,Garcia1976-02-24-shn.md5
36796,17424,wav,Garcia1976-02-24-wav.md5
36809,17431,shn-md5,gd1985-09-02-shn.md5
36810,17432,shn-md5,gd1980-09-04-shn.md5
36811,17433,shn-md5,gd1969-11-08-shn.md5
36815,17435,shn-md5,gd1993-02-13-shn.md5
37006,17554,wav,Garcia1989-03-03-wav.md5
37007,17554,d1,Garcia1989-03-03-d1.md5
37008,17554,d2,Garcia1989-03-03-d2.md5
37009,17555,wav,Garcia1984-03-10-wav.md5
37010,17555,shn,Garcia1984-03-10-shn.md5
37011,17556,shn,Garcia1995-04-14-shn.md5
37012,17556,wav,Garcia1995-04-14-wav.md5
37013,17557,shn,Garcia1995-04-23-shn.md5
37014,17557,wav,Garcia1995-04-23-wav.md5
37106,17600,d1,Garcia1983-05-29-d1.md5
37107,17600,d2,Garcia1983-05-29-d2.md5
37108,17600,wavs,Garcia1983-05-29-wavs.md5
37168,17635,shn,Garcia1988-07-10-shn.md5
37169,17635,wav,Garcia1988-07-10-wav.md5
37246,17679,shn-md5,gd1970-02-08-shn.md5
37247,17680,shn-md5,gd1992-02-24-shn.md5
37248,17681,orig-shn-md5,gd1966-03-19-orig-shn.md5
37252,17682,shn-md5,gd1993-04-01-shn.md5
37259,17684,shn-md5,gd1988-04-07-shn.md5
