md5key,shnid,label,filename
111114,109430,flac-md5,gd1971-08-06-flac.md5
111124,109423,flac-md5,gd1984-04-24-flac.md5
111125,109423,ffp,gd1984-04-24.ffp
111126,109430,ffp,gd1971-08-06.ffp
111127,109429,flac-md5,gd1993-09-26-flac.md5
111130,109428,flac-md5,gd1993-09-25-flac.md5
111140,109441,orig-ffp,gd1984-04-26-orig.ffp
111141,109441,orig-md5,gd1984-04-26-orig.md5
111142,109442,ffp,Garcia1975-10-10.ffp
111143,109442,md5,Garcia1975-10-10.md5
111164,109441,ffp,gd1984-04-26.ffp
111165,109441,flac-md5,gd1984-04-26-flac.md5
111175,109471,orig-ffp,gd1984-04-27-orig.ffp
111176,109471,orig-md5,gd1984-04-27-orig.md5
111178,109470,ffp,Jerry-Garcia-Band1975-12-31.ffp
111191,109481,orig-ffp,gd1984-04-29-orig.ffp
111192,109481,orig-md5,gd1984-04-29-orig.md5
111194,109483,ffp,gd1984-06-24.ffp
111195,109483,flac-md5,gd1984-06-24-flac.md5
111196,109484,ffp,gd1984-06-24.ffp
111197,109484,flac-md5,gd1984-06-24-flac.md5
111226,109471,ffp,gd1984-04-27.ffp
111227,109471,flac-md5,gd1984-04-27-flac.md5
111228,109481,ffp,gd1984-04-29.ffp
111229,109481,flac-md5,gd1984-04-29-flac.md5
111242,109497,orig-ffp,gd1984-04-30-orig.ffp
111243,109497,orig-md5,gd1984-04-30-orig.md5
111244,109251,shn-md5,gd1990-03-15-shn.md5
111245,109158,shn-md5,gd1983-09-11-shn.md5
111246,109498,ffp,gd1989-07-02.ffp
111247,109498,flac-md5,gd1989-07-02-flac.md5
111259,109497,ffp,gd1984-04-30.ffp
111260,109497,flac-md5,gd1984-04-30-flac.md5
111273,109512,ffp,Furthur2010-02-27.ffp
111274,109512,flac-md5,Furthur2010-02-27-flac.md5
111277,109514,ffp,gd1988-09-12.ffp
111278,109514,flac-md5,gd1988-09-12-flac.md5
111281,109517,ffp,gd1988-09-09.ffp
111282,109517,flac-md5,gd1988-09-09-flac.md5
111283,109518,ffp,gd1988-09-11.ffp
111284,109518,flac-md5,gd1988-09-11-flac.md5
111323,109562,ffp,gd1989-07-09.ffp
111324,109562,flac-md5,gd1989-07-09-flac.md5
111325,109561,ffp,gd1985-06-22.ffp
111326,109561,flac-md5,gd1985-06-22-flac.md5
111333,109567,ffp,gd1982-04-08.ffp
111334,109567,flac-md5,gd1982-04-08-flac.md5
111338,109560,ffp,Furthur2010-07-04.ffp
111339,109560,flac-md5,Furthur2010-07-04-flac.md5
111353,109587,ffp,gd1993-05-27.ffp
111354,109587,flac-md5,gd1993-05-27-flac.md5
111355,109588,ffp,gd1989-07-10.ffp
111356,109588,flac-md5,gd1989-07-10-flac.md5
111387,109606,ffp,Furthur2010-07-29.ffp
111388,109606,flac-md5,Furthur2010-07-29-flac.md5
111402,109535,flac-md5,gd1970-02-13-flac.md5
111403,109535,ffp,gd1970-02-13.ffp
111415,109640,ffp,gd1969-01-24.ffp
111416,109640,flac-md5,gd1969-01-24-flac.md5
111417,109641,flac-md5,gd1969-01-25-flac.md5
111418,109641,ffp,gd1969-01-25.ffp
111419,109642,ffp,gd1969-01-26.ffp
111420,109642,flac-md5,gd1969-01-26-flac.md5
111421,97489,st5,gd1987-06-st5.md5
111422,97490,st5,gd1987-07-10-st5.md5
111423,97492,st5,gd1987-07-19-st5.md5
111424,106061,ffp,gd1987-09-07.ffp
111441,109654,md5,Garcia1989-05-27.md5
111442,109654,ffp,Garcia1989-05-27.ffp
111443,109655,md5,Garcia1989-05-27.md5
111444,109655,ffp,Garcia1989-05-27.ffp
111445,109656,ffp,Garcia1989-05-27.ffp
111446,109656,md5,Garcia1989-05-27.md5
111469,109665,ffp,gd1990-07-08.ffp
111470,109665,flac-md5,gd1990-07-08-flac.md5
111483,109687,md5,Jerry-Garcia-Band1984-08-16.md5
111484,109687,ffp,Jerry-Garcia-Band1984-08-16.ffp
111552,109746,orig-ffp,gd1984-07-06-orig.ffp
111553,109746,orig-md5,gd1984-07-06-orig.md5
111571,109750,orig-ffp,gd1984-07-07-orig.ffp
111572,109750,orig-md5,gd1984-07-07-orig.md5
111599,109746,flac-md5,gd1984-07-06-flac.md5
111600,109746,ffp,gd1984-07-06.ffp
111601,109750,flac-md5,gd1984-07-07-flac.md5
111602,109750,ffp,gd1984-07-07.ffp
111652,109777,ffp,gd1979-10-27.ffp
111653,109777,flac-md5,gd1979-10-27-flac.md5
111654,109780,ffp,gd1982-07-27.ffp
111655,109780,flac-md5,gd1982-07-27-flac.md5
111656,109785,st5,gd1987-04-04-st5.md5
111657,109785,flac-md5,gd1987-04-04-flac.md5
111658,109785,ffp,gd1987-04-04.ffp
111687,109804,orig-ffp,gd1984-06-30-orig.ffp
111688,109804,orig-md5,gd1984-06-30-orig.md5
111689,109804,ffp,gd1984-06-30.ffp
111690,109804,flac-md5,gd1984-06-30-flac.md5
111698,109812,orig-ffp,gd1984-06-23-orig.ffp
111699,109812,orig-md5,gd1984-06-23-orig.md5
111702,109812,ffp,gd1984-06-23.ffp
111703,109812,flac-md5,gd1984-06-23-flac.md5
111714,109822,ffp,gd1982-10-10.ffp
111715,109822,flac-md5,gd1982-10-10-flac.md5
111716,109823,ffp,gd1982-10-10.ffp
111717,109823,flac-md5,gd1982-10-10-flac.md5
111734,109838,flac-md5,gd1986-03-19-flac.md5
111735,109838,ffp,gd1986-03-19.ffp
111760,109839,ffp,gd1981-07-05.ffp
111761,109839,flac-md5,gd1981-07-05-flac.md5
111762,109821,all,Jerry-Garcia-Acoustic-Band1987-10-24-all.md5
111764,109847,ffp,gd1970-06-05.ffp
111765,109850,ffp,gd1981-07-07.ffp
111766,109850,flac-md5,gd1981-07-07-flac.md5
111767,109158,st5,gd1983-09-11-st5.md5
111777,109859,ffp,Furthur2010-09-16.ffp
111778,109859,flac-md5,Furthur2010-09-16-flac.md5
111782,109861,ffp,gd1981-07-05.ffp
111783,109861,flac-md5,gd1981-07-05-flac.md5
111784,109862,ffp,gd1991-03-31.ffp
111785,109862,flac-md5,gd1991-03-31-flac.md5
111787,109863,ffp,Furthur2010-09-17.ffp
111788,109863,flac-md5,Furthur2010-09-17-flac.md5
111796,109872,ffp,gd1981-03-12.ffp
111797,109872,flac-md5,gd1981-03-12-flac.md5
111799,109882,ffp,gd1986-03-19.ffp
111800,109882,flac-md5,gd1986-03-19-flac.md5
111810,109886,ffp,gd1993-06-11.ffp
111811,109886,flac-md5,gd1993-06-11-flac.md5
111812,109887,ffp,gd1974-05-21.ffp
111813,109887,flac-md5,gd1974-05-21-flac.md5
111856,109942,orig-ffp,gd1984-07-04-orig.ffp
111857,109942,orig-flac-md5,gd1984-07-04-orig-flac.md5
111858,109943,ffp,gd1991-04-01.ffp
111859,109943,flac-md5,gd1991-04-01-flac.md5
111861,109944,ffp,gd1968-03-16.ffp
111862,109944,flac-md5,gd1968-03-16-flac.md5
111871,109948,flac-md5,gd1989-12-30-flac.md5
111872,109948,ffp,gd1989-12-30.ffp
111873,109949,flac-md5,gd1989-12-31-flac.md5
111874,109949,ffp,gd1989-12-31.ffp
111875,109942,ffp,gd1984-07-04.ffp
111876,109942,flac-md5,gd1984-07-04-flac.md5
111877,109950,orig-ffp,gd1984-07-01-orig.ffp
111878,109950,orig-md5,gd1984-07-01-orig.md5
111898,109950,flac-md5,gd1984-07-01-flac.md5
111899,109950,ffp,gd1984-07-01.ffp
111903,109969,ffp,gd1982-05-23.ffp
111904,109969,flac-md5,gd1982-05-23-flac.md5
111905,109970,ffp,Furthur2010-09-24.ffp
111906,109970,flac-md5,Furthur2010-09-24-flac.md5
111907,109971,ffp,Furthur2010-09-24.ffp
111908,109971,flac-md5,Furthur2010-09-24-flac.md5
111909,109972,ffp,gd1977-10-09.ffp
111910,109972,flac-md5,gd1977-10-09-flac.md5
111911,109973,ffp,Furthur2010-09-24.ffp
111912,109973,flac-md5,Furthur2010-09-24-flac.md5
111913,109974,ffp,Furthur2010-09-24.ffp
111914,109974,flac-md5,Furthur2010-09-24-flac.md5
111915,109975,ffp,Furthur2010-09-24.ffp
111920,109982,orig-ffp,gd1984-10-05-orig.ffp
111921,109982,orig-md5,gd1984-10-05-orig.md5
111922,109983,ffp,gd1994-09-17.ffp
111923,109983,flac-md5,gd1994-09-17-flac.md5
111924,109984,ffp,Furthur2010-09-25.ffp
111925,109984,flac-md5,Furthur2010-09-25-flac.md5
111926,109985,orig-ffp,gd1984-10-06-orig.ffp
111927,109985,orig-md5,gd1984-10-06-orig.md5
111928,109986,ffp,Furthur2010-09-24.ffp
111929,109986,flac-md5,Furthur2010-09-24-flac.md5
111930,109987,orig.ffp,Furthur2010-09-22-orig.ffp
111931,109988,ffp,Furthur2010-09-21.ffp
111932,109989,ffp,gd1981-03-14.ffp
111933,109989,flac-md5,gd1981-03-14-flac.md5
111935,109991,flac-md5,Furthur2010-09-25-flac.md5
111936,109991,ffp,Furthur2010-09-25.ffp
111945,109985,ffp,gd1984-10-06.ffp
111946,109985,flac-md5,gd1984-10-06-flac.md5
111947,109982,ffp,gd1984-10-05.ffp
111948,109982,flac-md5,gd1984-10-05-flac.md5
111949,109997,ffp,Furthur2010-09-26.ffp
111950,109997,flac-md5,Furthur2010-09-26-flac.md5
111951,109998,ffp,Furthur2010-09-26.ffp
111952,109998,flac-md5,Furthur2010-09-26-flac.md5
111959,110008,orig-ffp,gd1984-10-08-orig.ffp
111960,110008,orig-md5,gd1984-10-08-orig.md5
111963,110008,flac-md5,gd1984-10-08-flac.md5
111964,110008,ffp,gd1984-10-08.ffp
111978,110019,orig-ffp,gd1984-10-09-orig.ffp
111979,110019,orig-md5,gd1984-10-09-orig.md5
111980,110020,ffp,gd1972-09-28.ffp
111981,110020,flac-md5,gd1972-09-28-flac.md5
111982,110021,orig-md5,gd1988-09-08-orig.md5
111983,110023,ffp,Furthur2010-09-25.ffp
111984,110024,ffp,Furthur2010-09-26.ffp
111985,109988,flac-md5,Furthur2010-09-21-flac.md5
111986,110025,ffp,Furthur2010-09-25.ffp
111987,110025,flac-md5,Furthur2010-09-25-flac.md5
111988,110026,ffp,Furthur2010-09-24.ffp
111989,110026,flac-md5,Furthur2010-09-24-flac.md5
111990,110027,ffp,Furthur2010-09-25.ffp
111991,110027,flac-md5,Furthur2010-09-25-flac.md5
111992,110028,ffp,Furthur2010-09-26.ffp
111993,110028,flac-md5,Furthur2010-09-26-flac.md5
111994,110029,ffp,Furthur2010-09-25.ffp
111995,110029,flac-md5,Furthur2010-09-25-flac.md5
111996,110030,ffp,Furthur2010-09-26.ffp
111997,110030,flac-md5,Furthur2010-09-26-flac.md5
112000,110019,ffp,gd1984-10-09.ffp
112001,110019,flac-md5,gd1984-10-09-flac.md5
112010,110021,flac-md5,gd1988-09-08-flac.md5
112011,110021,ffp,gd1988-09-08.ffp
112012,110034,orig-ffp,gd1984-10-11-orig.ffp
112013,110034,orig-md5,gd1984-10-11-orig.md5
112015,110034,ffp,gd1984-10-11.ffp
112016,110034,flac-md5,gd1984-10-11-flac.md5
112017,110037,ffp,gd1977-02-26.ffp
112018,110037,flac-md5,gd1977-02-26-flac.md5
112019,110040,orig-ffp,gd1984-10-12-orig.ffp
112020,110040,orig-md5,gd1984-10-12-orig.md5
112021,110040,ffp,gd1984-10-12.ffp
112022,110040,flac-md5,gd1984-10-12-flac.md5
112028,110042,orig-flac-md5,gd1984-10-14-orig-flac.md5
112029,110042,orig-ffp,gd1984-10-14-orig.ffp
112030,110042,flac-md5,gd1984-10-14-flac.md5
112031,110042,ffp,gd1984-10-14.ffp
112035,110044,orig-ffp,gd1984-10-15-orig.ffp
112036,110044,orig-md5,gd1984-10-15-orig.md5
112037,110044,ffp,gd1984-10-15.ffp
112038,110044,flac-md5,gd1984-10-15-flac.md5
112039,110051,orig-ffp,gd1984-10-17-orig.ffp
112040,110051,orig-md5,gd1984-10-17-orig.md5
112041,110052,orig-ffp,gd1984-10-18-orig.ffp
112042,110052,orig-md5,gd1984-10-18-orig.md5
112045,110051,ffp,gd1984-10-17.ffp
112046,110051,flac-md5,gd1984-10-17-flac.md5
112047,110054,ffp,gd1981-09-27.ffp
112048,110054,flac-md5,gd1981-09-27-flac.md5
112051,110057,ffp,gd1984-06-26.ffp
112052,110057,flac-md5,gd1984-06-26-flac.md5
112055,110052,ffp,gd1984-10-18.ffp
112056,110052,flac-md5,gd1984-10-18-flac.md5
112057,110063,orig-ffp,gd1984-10-20-orig.ffp
112058,110063,orig-md5,gd1984-10-20-orig.md5
112059,110069,ffp,Furthur2010-09-16.ffp
112060,110069,flac-md5,Furthur2010-09-16-flac.md5
112061,110070,ffp,Furthur2010-09-17.ffp
112062,110070,flac-md5,Furthur2010-09-17-flac.md5
112063,110071,orig-ffp,Furthur2010-09-24-orig.ffp
112064,110071,orig-flac-md5,Furthur2010-09-24-orig-flac.md5
112065,110072,orig-ffp,Furthur2010-09-26-orig.ffp
112066,110072,orig-flac-md5,Furthur2010-09-26-orig-flac.md5
112069,110074,orig-ffp,Furthur2010-09-25-orig.ffp
112070,110074,orig-flac-md5,Furthur2010-09-25-orig-flac.md5
112074,110079,ffp,Furthur2010-07-03.ffp
112075,110079,flac-md5,Furthur2010-07-03-flac.md5
112076,110080,ffp,Furthur2010-02-14.ffp
112077,110080,flac-md5,Furthur2010-02-14-flac.md5
112078,110063,ffp,gd1984-10-20.ffp
112079,110063,flac-md5,gd1984-10-20-flac.md5
112214,110126,ffp,gd1975-03-23.ffp
112215,110126,flac-md5,gd1975-03-23-flac.md5
112216,110127,ffp,gd1971-04-05.ffp
112217,110127,flac-md5,gd1971-04-05-flac.md5
112218,110128,flac-md5,gd1971-12-04-flac.md5
112219,110128,ffp,gd1971-12-04.ffp
112233,110148,ffp,gd1976-06-15.ffp
112234,110148,flac-md5,gd1976-06-15-flac.md5
112235,110151,ffp,gd1978-08-30.ffp
112236,110151,flac-md5,gd1978-08-30-flac.md5
112237,110152,flac-md5,gd1980-08-30-flac.md5
112238,110152,ffp,gd1980-08-30.ffp
112317,110185,flac-md5,gd1971-04-05-flac.md5
112318,110185,ffp,gd1971-04-05.ffp
112319,110186,flac-md5,gd1971-12-04-flac.md5
112320,110186,ffp,gd1971-12-04.ffp
112332,104956,ffp,gd1983-09-04.ffp
112333,104956,flac-md5,gd1983-09-04-flac.md5
112334,110190,ffp,Furthur2010-02-20.ffp
112335,110190,flac-md5,Furthur2010-02-20-flac.md5
112349,110199,ffp,gd1981-07-04.ffp
112350,110199,flac-md5,gd1981-07-04-flac.md5
112351,110200,ffp,gd1981-08-31.ffp
112352,110200,flac-md5,gd1981-08-31-flac.md5
112372,110231,flac-md5,gd1977-02-26-flac.md5
112373,110231,ffp,gd1977-02-26.ffp
112424,110253,flac-md5,gd1977-05-12-flac.md5
112425,110253,ffp,gd1977-05-12.ffp
112452,110228,ffp,Jerry-Garcia-Band1994-05-14.ffp
112453,110266,all,Jerry-Garcia-Band1976-12-23-all.md5
112454,109953,shn,Jerry-Garcia-Band1987-08-29-shn.md5
112469,110278,dvda-md5,gd1971-08-06-dvda.md5
112474,110281,ffp,Garcia1976-03-27.ffp
112499,110294,s2,Jerry-Garcia-Band1982-02-02-s2.md5
112506,110304,ffp,gd1969-01-24.ffp
112507,110304,flac-md5,gd1969-01-24-flac.md5
112535,110324,flac-md5,gd1971-05-29-flac.md5
112536,110324,ffp,gd1971-05-29.ffp
112537,110325,ffp,gd1971-04-04.ffp
112538,110325,flac-md5,gd1971-04-04-flac.md5
112586,110351,ffp,gd1981-10-16.ffp
112587,110351,flac-md5,gd1981-10-16-flac.md5
112588,110350,ffp,Jerry-Garcia-Band1982-02-02.ffp
112589,110342,ffp,Jerry-Garcia-Band1981-08-21.ffp
112590,110353,flac-md5,gd1971-02-23-flac.md5
112591,110353,ffp,gd1971-02-23.ffp
112592,110317,md5,Garcia1982-06-20.md5
112593,110317,ffp,Garcia1982-06-20.ffp
112707,110400,flac-md5,gd1977-10-14-flac.md5
112708,110400,ffp,gd1977-10-14.ffp
112728,110419,flac-md5,gd1977-10-14-flac.md5
112729,110419,ffp,gd1977-10-14.ffp
112742,110430,ffp,gd1993-09-24.ffp
112743,110431,ffp,gd1993-09-25.ffp
112744,110432,ffp,gd1993-09-26.ffp
112752,110430,flac-md5,gd1993-09-24-flac.md5
112753,110432,flac-md5,gd1993-09-26-flac.md5
112754,110431,flac-md5,gd1993-09-25-flac.md5
112755,110439,ffp,gd1993-06-16.ffp
112781,110456,ffp,gd1976-06-12.ffp
112784,110456,flac-md5,gd1976-06-12-flac.md5
112785,110439,flac-md5,gd1993-06-16-flac.md5
112829,110474,ffp,Jerry-Garcia-Band1976-07-08.ffp
112830,110491,ffp,gd1993-03-14.ffp
112831,110491,flac-md5,gd1993-03-14-flac.md5
112832,110493,ffp,gd1993-03-14.ffp
112833,110493,flac-md5,gd1993-03-14-flac.md5
112834,110489,md5,Jerry-Garcia-Band1976-04-01.md5
112835,110489,ffp,Jerry-Garcia-Band1976-04-01.ffp
112836,110492,md5,Garcia1981-08-06.md5
112837,110490,ffp,Jerry-Garcia-Band1982-11-09.ffp
112838,110490,md5,Jerry-Garcia-Band1982-11-09.md5
112851,110497,ffp,gd1981-10-16.ffp
112852,110497,flac-md5,gd1981-10-16-flac.md5
112865,110510,flac-md5,gd1993-03-09-flac.md5
112866,110510,ffp,gd1993-03-09.ffp
112869,110514,orig-flac-md5,gd1983-09-13-orig-flac.md5
112870,110514,orig-ffp,gd1983-09-13-orig.ffp
112871,110514,flac-md5,gd1983-09-13-flac.md5
112872,110514,ffp,gd1983-09-13.ffp
112873,110515,flac-md5,gd1974-10-18-flac.md5
112874,110515,ffp,gd1974-10-18.ffp
112885,110520,ffp,gd1993-06-26.ffp
112886,110520,flac-md5,gd1993-06-26-flac.md5
112887,110519,flac-md5,gd1993-06-25-flac.md5
112888,110519,ffp,gd1993-06-25.ffp
112902,110537,all,Garcia-Kahn1984-11-17-all.md5
112903,110534,d2-ffp,Jerry-Garcia-Band1982-02-03-d2.ffp
112904,110534,d1-ffp,Jerry-Garcia-Band1982-02-03-d1.ffp
112934,110558,flac-md5,gd1974-10-18-flac.md5
112938,110552,flac-md5,Garcia1974-11-02-flac.md5
112950,110558,ffp,gd1974-10-18.ffp
112951,110567,ffp,gd1994-03-20.ffp
112952,110567,flac-md5,gd1994-03-20-flac.md5
112953,110568,ffp,gd1994-03-21.ffp
112954,110569,orig-md5,gd1988-09-11-orig.md5
112958,110572,ffp,Garcia1982-11-06.ffp
112964,110569,flac-md5,gd1988-09-11-flac.md5
112965,110569,ffp,gd1988-09-11.ffp
112966,110568,flac-md5,gd1994-03-21-flac.md5
112968,110575,orig-ffp,gd1988-09-12-orig.ffp
112969,110575,orig-md5,gd1988-09-12-orig.md5
112970,110576,ffp,gd1993-03-27.ffp
112971,110576,flac-md5,gd1993-03-27-flac.md5
112972,110577,ffp,gd1993-03-27.ffp
112973,110577,flac-md5,gd1993-03-27-flac.md5
112975,110575,flac-md5,gd1988-09-12-flac.md5
112976,110575,ffp,gd1988-09-12.ffp
112995,110597,ffp,gd1982-04-02.ffp
112996,110597,flac-md5,gd1982-04-02-flac.md5
113004,110613,ffp,gd1995-04-01.ffp
113005,110613,flac-md5,gd1995-04-01-flac.md5
113013,110621,flac-md5,gd1982-10-09-flac.md5
113014,110621,ffp,gd1982-10-09.ffp
113018,110626,ffp,gd1982-10-10.ffp
113019,110626,flac-md5,gd1982-10-10-flac.md5
113020,110628,flac-md5,gd1982-10-10-flac.md5
113021,110628,ffp,gd1982-10-10.ffp
113025,110631,ffp,gd1972-11-15.ffp
113026,110631,flac-md5,gd1972-11-15-flac.md5
113032,110632,ffp,gd1978-01-22.ffp
113033,110632,flac-md5,gd1978-01-22-flac.md5
113039,110637,ffp,gd1981-07-07.ffp
113040,110637,flac-md5,gd1981-07-07-flac.md5
113041,110640,ffp,gd1991-09-09.ffp
113042,110641,ffp,gd1991-09-12.ffp
113043,110642,ffp,gd1991-09-13.ffp
113044,110643,ffp,gd1991-09-14.ffp
113046,110644,ffp,gd1991-09-17.ffp
113047,110645,ffp,gd1991-09-18.ffp
113049,110654,ffp,gd1988-09-09.ffp
113050,110654,flac-md5,gd1988-09-09-flac.md5
113068,110663,md5,Great-American-Music-Band1974-06-13.md5
113069,110663,ffp,Great-American-Music-Band1974-06-13.ffp
113070,110664,ffp,Great-American-String-Band1974-06-14.ffp
113071,110664,md5,Great-American-String-Band1974-06-14.md5
113072,110665,ffp,Jerry-Garcia-Band1990-11-11.ffp
113073,110665,md5,Jerry-Garcia-Band1990-11-11.md5
113075,110641,flac-md5,gd1991-09-12-flac.md5
113076,110640,flac-md5,gd1991-09-09-flac.md5
113086,110668,ffp,Furthur2010-11-12.ffp
113087,110668,flac-md5,Furthur2010-11-12-flac.md5
113088,110671,ffp,Furthur2010-11-08.ffp
113089,110671,flac-md5,Furthur2010-11-08-flac.md5
113092,110680,flac-md5,gd1980-01-13-flac.md5
113093,110680,ffp,gd1980-01-13.ffp
113094,110683,flac-md5,Garcia-Saunders1974-12-07-flac.md5
113095,110683,ffp,Garcia-Saunders1974-12-07.ffp
113096,110681,flac-md5,Furthur2010-11-13-flac.md5
113097,110681,ffp,Furthur2010-11-13.ffp
113098,110682,ffp,Furthur2010-11-13.ffp
113137,110722,flac-md5,gd1981-09-27-flac.md5
113138,110722,ffp,gd1981-09-27.ffp
113139,110642,flac-md5,gd1991-09-13-flac.md5
113140,110643,flac-md5,gd1991-09-14-flac.md5
113141,110700,ffp,Furthur2010-11-14.ffp
113142,110700,flac-md5,Furthur2010-11-14-flac.md5
113197,110744,flac-md5,gd1982-10-10-flac.md5
113198,110744,ffp,gd1982-10-10.ffp
113220,110771,ffp,gd1974-10-18.ffp
113221,110771,flac-md5,gd1974-10-18-flac.md5
113222,110772,ffp,gd1983-09-13.ffp
113223,110772,flac-md5,gd1983-09-13-flac.md5
113224,110773,ffp,gd1984-11-03.ffp
113225,110773,flac-md5,gd1984-11-03-flac.md5
113226,110645,flac-md5,gd1991-09-18-flac.md5
113227,110644,flac-md5,gd1991-09-17-flac.md5
113230,110781,ffp,gd1973-12-01.ffp
113231,110782,ffp,gd1973-12-02.ffp
113232,110781,flac-md5,gd1973-12-01-flac.md5
113233,110784,flac-md5,gd1982-10-10-flac.md5
113234,110784,ffp,gd1982-10-10.ffp
113235,110783,flac-md5,gd1982-10-10-flac.md5
113236,110783,ffp,gd1982-10-10.ffp
113237,110782,flac-md5,gd1973-12-02-flac.md5
113246,110785,ffp,gd1980-09-02.ffp
113247,110785,flac-md5,gd1980-09-02-flac.md5
113259,110792,set1-ffp,Jerry-Garcia-Band1982-10-13-set1.ffp
113260,110792,set2-ffp,Jerry-Garcia-Band1982-10-13-set2.ffp
113274,110798,ffp,Great-American-String-Band1974-06-13.ffp
113275,110798,md5,Great-American-String-Band1974-06-13.md5
113314,110830,flac-md5,gd1980-05-10-flac.md5
113315,110830,ffp,gd1980-05-10.ffp
113316,110829,ffp,gd1979-09-05.ffp
113317,110829,flac-md5,gd1979-09-05-flac.md5
113318,110832,flac-md5,gd1980-05-10-flac.md5
113319,110832,ffp,gd1980-05-10.ffp
113327,110853,ffp,gd1992-07-01.ffp
113328,110853,flac-md5,gd1992-07-01-flac.md5
113329,110852,ffp,gd1992-07-01.ffp
113330,110852,flac-md5,gd1992-07-01-flac.md5
113359,110903,orig-ffp,gd1983-08-26-orig.ffp
113360,110903,orig-md5,gd1983-08-26-orig.md5
113361,110904,orig-ffp,gd1983-10-15-orig.ffp
113362,110904,orig-md5,gd1983-10-15-orig.md5
113368,110913,orig-ffp,gd1983-09-07-orig.ffp
113369,110913,orig-md5,gd1983-09-07-orig.md5
113371,110915,orig-ffp,gd1983-09-10-orig.ffp
113372,110915,orig-md5,gd1983-09-10-orig.md5
113377,110921,ffp,gd1980-11-30.ffp
113378,110921,flac-md5,gd1980-11-30-flac.md5
113393,110915,ffp,gd1983-09-10.ffp
113394,110915,flac-md5,gd1983-09-10-flac.md5
113395,110930,orig-ffp,gd1985-02-20-orig.ffp
113396,110930,orig-md5,gd1985-02-20-orig.md5
113415,110936,ffp,gd1980-11-30.ffp
113416,110936,flac-md5,gd1980-11-30-flac.md5
113417,110948,flac-md5,gd1992-06-17-flac.md5
113418,110948,ffp,gd1992-06-17.ffp
113419,110947,ffp,gd1992-06-17.ffp
113420,110947,flac-md5,gd1992-06-17-flac.md5
113425,110956,ffp,gd1994-03-30.ffp
113426,110955,ffp,gd1994-03-31.ffp
113427,110954,ffp,gd1994-04-01.ffp
113428,110953,ffp,gd1988-06-28.ffp
113431,110953,flac-md5,gd1988-06-28-flac.md5
113433,110930,ffp,gd1985-02-20.ffp
113434,110930,flac-md5,gd1985-02-20-flac.md5
113437,110959,flac-md5,gd1978-01-11-flac.md5
113438,110959,ffp,gd1978-01-11.ffp
113439,110956,flac-md5,gd1994-03-30-flac.md5
113440,110955,flac-md5,gd1994-03-31-flac.md5
113441,110954,flac-md5,gd1994-04-01-flac.md5
113454,110970,ffp,gd1982-10-10.ffp
113455,110970,flac-md5,gd1982-10-10-flac.md5
113456,110975,ffp,gd1994-07-29.ffp
113457,110975,flac-md5,gd1994-07-29-flac.md5
113460,110977,ffp,gd1979-01-20.ffp
113461,110978,ffp,gd1992-06-11.ffp
113462,110978,flac-md5,gd1992-06-11-flac.md5
113463,110979,ffp,gd1992-06-11.ffp
113464,110979,flac-md5,gd1992-06-11-flac.md5
113469,110903,ffp,gd1983-08-26.ffp
113470,110903,flac-md5,gd1983-08-26-flac.md5
113477,110913,ffp,gd1983-09-07.ffp
113478,110913,flac-md5,gd1983-09-07-flac.md5
113479,110904,ffp,gd1983-10-15.ffp
113480,110904,flac-md5,gd1983-10-15-flac.md5
113493,111015,orig-md5,gd1989-06-18-orig.md5
113494,111015,orig-ffp,gd1989-06-18-orig.ffp
113500,111027,flac-md5,gd1980-05-06-flac.md5
113501,111028,flac-md5,gd1980-05-14-flac.md5
113502,111029,flac-md5,gd1980-10-23-flac.md5
113503,111030,flac-md5,gd1982-09-17-flac.md5
113507,111031,flac-md5,gd1982-09-23-flac.md5
113510,111032,flac-md5,gd1983-09-04-flac.md5
113511,111033,flac-md5,gd1983-09-06-flac.md5
113512,111034,flac-md5,gd1983-09-07-flac.md5
113513,111035,flac-md5,gd1983-09-08-flac.md5
113516,111028,ffp,gd1980-05-14.ffp
113517,111030,ffp,gd1982-09-17.ffp
113518,111031,ffp,gd1982-09-23.ffp
113519,111032,ffp,gd1983-09-04.ffp
113520,111033,ffp,gd1983-09-06.ffp
113521,111034,ffp,gd1983-09-07.ffp
113522,111035,ffp,gd1983-09-08.ffp
113523,111029,ffp,gd1980-10-23.ffp
113531,111039,orig-ffp,gd1982-10-10-orig.ffp
113532,111040,orig-ffp,gd1982-10-09-orig.ffp
113550,110977,flac-md5,gd1979-01-20-flac.md5
113555,111055,ffp,gd1983-10-14.ffp
113556,111055,flac-md5,gd1983-10-14-flac.md5
113557,111056,ffp,gd1983-10-15.ffp
113558,111056,flac-md5,gd1983-10-15-flac.md5
113559,111057,ffp,gd1983-10-18.ffp
113560,111057,flac-md5,gd1983-10-18-flac.md5
113561,111058,ffp,gd1983-10-20.ffp
113562,111058,flac-md5,gd1983-10-20-flac.md5
113563,111059,ffp,gd1983-10-21.ffp
113564,111059,flac-md5,gd1983-10-21-flac.md5
113565,111040,orig-md5,gd1982-10-09-orig.md5
113566,111039,orig-md5,gd1982-10-10-orig.md5
113577,111027,ffp,gd1980-05-06.ffp
113578,111015,ffp,gd1989-06-18.ffp
113579,111015,flac-md5,gd1989-06-18-flac.md5
113580,111040,ffp,gd1982-10-09.ffp
113581,111040,flac-md5,gd1982-10-09-flac.md5
